,GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Description,Biotype,Chr,Start,End,Strand
1776,ENSMUSG00000035805,3.862483133,5.544,1.943080048,2.853052085,4.330E-03,0.035053266,Mlc1,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2157910],protein_coding,15,88955884,88979007,-1
1777,ENSMUSG00000041645,614.4225718,-0.402,0.141099754,-2.8516081,4.350E-03,0.035193062,Ddx24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24 [Source:MGI Symbol;Acc:MGI:1351337],protein_coding,12,103407982,103425830,-1
1778,ENSMUSG00000059857,94.52349092,-0.893,0.313556061,-2.848725811,4.389E-03,0.035493475,Ntng1,netrin G1 [Source:MGI Symbol;Acc:MGI:1934028],protein_coding,3,109780040,110144011,-1
1779,ENSMUSG00000079343,282.4997812,0.596,0.209373723,2.845016222,4.441E-03,0.035889292,C1s2,"complement component 1, s subcomponent 2 [Source:MGI Symbol;Acc:MGI:3644269]",protein_coding,6,124624625,124636085,-1
1780,ENSMUSG00000012017,223.4080159,0.607,0.213524829,2.842651742,4.474E-03,0.036132246,Scarf2,"scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]",protein_coding,16,17797282,17808293,1
1781,ENSMUSG00000021779,43.2308915,-1.264,0.444596873,-2.842508382,4.476E-03,0.036132246,Thrb,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743],protein_coding,14,17660261,18038090,1
1782,ENSMUSG00000013921,293.8144195,-0.517,0.181775224,-2.842328765,4.479E-03,0.036132323,Clip3,CAP-GLY domain containing linker protein 3 [Source:MGI Symbol;Acc:MGI:1923936],protein_coding,7,30291728,30308367,1
1783,ENSMUSG00000040272,29.24716702,1.501,0.528728655,2.839752446,4.515E-03,0.03640498,Accs,1-aminocyclopropane-1-carboxylate synthase (non-functional) [Source:MGI Symbol;Acc:MGI:1919717],protein_coding,2,93833467,93849943,-1
1784,ENSMUSG00000017756,104.1272079,0.801,0.282083836,2.839328749,4.521E-03,0.036432925,Slc12a7,"solute carrier family 12, member 7 [Source:MGI Symbol;Acc:MGI:1342283]",protein_coding,13,73733094,73816754,1
1785,ENSMUSG00000082039,191.7712467,0.634,0.2233736,2.838451389,4.533E-03,0.036512767,Gm15653,predicted gene 15653 [Source:MGI Symbol;Acc:MGI:3783097],processed_pseudogene,5,73476447,73477353,-1
1786,ENSMUSG00000000631,460.7976863,-0.458,0.161323686,-2.838144871,4.538E-03,0.036527387,Myo18a,myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185],protein_coding,11,77763246,77865980,1
1787,ENSMUSG00000042451,3.811039945,5.527,1.94840225,2.836931113,4.555E-03,0.036626817,Mybph,myosin binding protein H [Source:MGI Symbol;Acc:MGI:1858196],protein_coding,1,134193448,134201232,1
1788,ENSMUSG00000026014,101.2693488,-0.880,0.310276307,-2.836919795,4.555E-03,0.036626817,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550],protein_coding,1,60482292,60567104,-1
1789,ENSMUSG00000050373,139.8487852,-0.702,0.247689527,-2.835937351,4.569E-03,0.036719138,Snx21,sorting nexin family member 21 [Source:MGI Symbol;Acc:MGI:1917729],protein_coding,2,164785823,164793816,1
1790,ENSMUSG00000025791,254.4557893,-0.542,0.191016862,-2.834897872,4.584E-03,0.036818242,Pgm1,phosphoglucomutase 1 [Source:MGI Symbol;Acc:MGI:97565],protein_coding,4,99929414,99987294,1
1791,ENSMUSG00000028413,339.0430163,-0.487,0.171953846,-2.832538151,4.618E-03,0.037070388,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]",protein_coding,4,40804602,40854005,-1
1792,ENSMUSG00000019494,694.2500861,-0.376,0.132718877,-2.832069138,4.625E-03,0.037104091,Cops6,COP9 signalosome subunit 6 [Source:MGI Symbol;Acc:MGI:1349439],protein_coding,5,138161071,138164646,1
1793,ENSMUSG00000025511,409.7652661,0.454,0.160697715,2.82796794,4.684E-03,0.037561815,Tspan4,tetraspanin 4 [Source:MGI Symbol;Acc:MGI:1928097],protein_coding,7,141475240,141493427,1
1794,ENSMUSG00000027613,578.1393602,-0.409,0.144799122,-2.827151617,4.696E-03,0.037636715,Eif6,eukaryotic translation initiation factor 6 [Source:MGI Symbol;Acc:MGI:1196288],protein_coding,2,155819832,155826925,-1
1795,ENSMUSG00000052688,17.07208209,-2.108,0.745959276,-2.825974188,4.714E-03,0.037754292,Rab7b,"RAB7B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442295]",protein_coding,1,131688695,131715439,1
1796,ENSMUSG00000028378,187.2704804,-0.625,0.221257132,-2.823642956,4.748E-03,0.03800879,Ptgr1,prostaglandin reductase 1 [Source:MGI Symbol;Acc:MGI:1914353],protein_coding,4,58965439,58987119,-1
1797,ENSMUSG00000033557,153.1000564,-0.670,0.237175471,-2.82312397,4.756E-03,0.038049189,Fam20b,"family with sequence similarity 20, member B [Source:MGI Symbol;Acc:MGI:2443990]",protein_coding,1,156678532,156719086,-1
1798,ENSMUSG00000036856,7.50344906,-4.736,1.677919666,-2.822386686,4.767E-03,0.038115573,Wnt4,"wingless-type MMTV integration site family, member 4 [Source:MGI Symbol;Acc:MGI:98957]",protein_coding,4,137277489,137299726,1
1799,ENSMUSG00000043223,266.7994988,-0.530,0.187806914,-2.821606827,4.778E-03,0.038187134,Gm4835,predicted pseudogene 4835 [Source:MGI Symbol;Acc:MGI:3648263],processed_pseudogene,18,15988368,15989339,1
1800,ENSMUSG00000036752,624.159686,-0.397,0.140780859,-2.820990821,4.788E-03,0.038239284,Tubb4b,"tubulin, beta 4B class IVB [Source:MGI Symbol;Acc:MGI:1915472]",protein_coding,2,25222160,25224702,-1
1801,ENSMUSG00000083327,672.8976914,-0.380,0.134924551,-2.818597229,4.823E-03,0.038504177,Vcp-rs,"valosin containing protein, related sequence [Source:MGI Symbol;Acc:MGI:894298]",processed_pseudogene,X,104345829,104348234,-1
1802,ENSMUSG00000026083,695.3365493,-0.372,0.132102723,-2.817886327,4.834E-03,0.038550615,Eif5b,eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772],protein_coding,1,37998010,38055579,1
1803,ENSMUSG00000098470,242.7246854,0.638,0.22651092,2.817847623,4.835E-03,0.038550615,C1rb,"complement component 1, r subcomponent B [Source:MGI Symbol;Acc:MGI:3779804]",protein_coding,6,124570294,124581171,1
1804,ENSMUSG00000047330,33.81369192,-1.426,0.506106643,-2.817675867,4.837E-03,0.038550615,Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4 [Source:MGI Symbol;Acc:MGI:1891125]",protein_coding,1,78816758,78820028,1
1805,ENSMUSG00000029334,59.37211089,1.038,0.368905867,2.814768411,4.881E-03,0.038879547,Prkg2,"protein kinase, cGMP-dependent, type II [Source:MGI Symbol;Acc:MGI:108173]",protein_coding,5,98929773,99037351,-1
1806,ENSMUSG00000001105,133.0499015,-0.718,0.255220043,-2.813165282,4.906E-03,0.039052286,Ift20,intraflagellar transport 20 [Source:MGI Symbol;Acc:MGI:1915585],protein_coding,11,78536361,78541737,1
1807,ENSMUSG00000035441,793.9837351,0.370,0.131763566,2.811557728,4.930E-03,0.03922625,Myo1d,myosin ID [Source:MGI Symbol;Acc:MGI:107728],protein_coding,11,80482126,80780025,-1
1808,ENSMUSG00000022982,262.8678372,-0.553,0.197013311,-2.809282755,4.965E-03,0.039482691,Sod1,"superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]",protein_coding,16,90220754,90226329,1
1809,ENSMUSG00000025656,144.7742246,-0.689,0.245511336,-2.808127766,4.983E-03,0.03958953,Arhgef9,CDC42 guanine nucleotide exchange factor (GEF) 9 [Source:MGI Symbol;Acc:MGI:2442233],protein_coding,X,95048935,95196856,-1
1810,ENSMUSG00000041362,23.98409111,-1.674,0.596245532,-2.808056715,4.984E-03,0.03958953,Shtn1,shootin 1 [Source:MGI Symbol;Acc:MGI:1918903],protein_coding,19,58973356,59076100,-1
1811,ENSMUSG00000027611,8.741247706,3.122,1.112205164,2.806792432,5.004E-03,0.039723288,Procr,"protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]",protein_coding,2,155751117,155755471,1
1812,ENSMUSG00000026383,45.6951675,-1.188,0.423368382,-2.806402744,5.010E-03,0.039749416,Epb41l5,erythrocyte membrane protein band 4.1 like 5 [Source:MGI Symbol;Acc:MGI:103006],protein_coding,1,119545037,119649000,-1
1813,ENSMUSG00000000078,560.5302233,0.400,0.14262498,2.805313399,5.027E-03,0.039821748,Klf6,Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318],protein_coding,13,5861482,5870394,1
1814,ENSMUSG00000027695,35.63017283,1.332,0.47497299,2.805298979,5.027E-03,0.039821748,Pld1,phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585],protein_coding,3,27938695,28133362,1
1815,ENSMUSG00000026034,118.2544,0.758,0.270227143,2.805283824,5.027E-03,0.039821748,Clk1,CDC-like kinase 1 [Source:MGI Symbol;Acc:MGI:107403],protein_coding,1,58410189,58424066,-1
1816,ENSMUSG00000083533,102.4056694,0.798,0.284862863,2.802615099,5.069E-03,0.040130613,Gm13450,predicted gene 13450 [Source:MGI Symbol;Acc:MGI:3650133],processed_pseudogene,2,34964738,34964904,-1
1817,ENSMUSG00000107751,226.9044449,0.558,0.199317274,2.800893069,5.096E-03,0.040290232,Gm6749,predicted pseudogene 6749 [Source:MGI Symbol;Acc:MGI:3648518],processed_pseudogene,6,108882004,108882408,1
1818,ENSMUSG00000027748,57.08029168,1.049,0.374432385,2.800539627,5.102E-03,0.040290232,Trpc4,"transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]",protein_coding,3,54156035,54318471,1
1819,ENSMUSG00000026730,26.23438845,1.652,0.589815799,2.800526566,5.102E-03,0.040290232,Pter,phosphotriesterase related [Source:MGI Symbol;Acc:MGI:107372],protein_coding,2,12924041,13003455,1
1820,ENSMUSG00000040857,298.1290145,0.513,0.183204728,2.800499652,5.102E-03,0.040290232,Erf,Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637],protein_coding,7,25242561,25250761,-1
1821,ENSMUSG00000037750,93.07832935,0.838,0.299194784,2.800447136,5.103E-03,0.040290232,Fam222b,"family with sequence similarity 222, member B [Source:MGI Symbol;Acc:MGI:2384939]",protein_coding,11,78094660,78156700,1
1822,ENSMUSG00000037111,218.0663108,-0.591,0.211222574,-2.799963406,5.111E-03,0.040328511,Setd7,SET domain containing (lysine methyltransferase) 7 [Source:MGI Symbol;Acc:MGI:1920501],protein_coding,3,51515319,51560879,-1
1823,ENSMUSG00000001783,549.7224746,-0.414,0.148036138,-2.796382166,5.168E-03,0.0407558,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]",protein_coding,10,85938637,85957823,-1
1824,ENSMUSG00000007989,31.78417864,1.430,0.511536209,2.795181233,5.187E-03,0.04086963,Fzd3,frizzled class receptor 3 [Source:MGI Symbol;Acc:MGI:108476],protein_coding,14,65192449,65262463,-1
1825,ENSMUSG00000015961,349.5382316,0.477,0.170761015,2.794978926,5.190E-03,0.04086963,Adss,"adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]",protein_coding,1,177762962,177796511,-1
1826,ENSMUSG00000031537,109.8226992,0.770,0.275449975,2.794949211,5.191E-03,0.04086963,Ikbkb,inhibitor of kappaB kinase beta [Source:MGI Symbol;Acc:MGI:1338071],protein_coding,8,22659212,22706589,-1
1827,ENSMUSG00000000120,7.342174614,-4.708,1.686315386,-2.792066972,5.237E-03,0.041212898,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]",protein_coding,11,95568818,95587735,-1
1828,ENSMUSG00000068015,47.70441913,1.173,0.420129466,2.791456814,5.247E-03,0.041268093,Lrch1,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:MGI Symbol;Acc:MGI:2443390],protein_coding,14,74754675,74947876,-1
1829,ENSMUSG00000001248,189.7715226,0.627,0.224770996,2.790916347,5.256E-03,0.041314463,Gramd1a,GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490],protein_coding,7,31130127,31155896,-1
1830,ENSMUSG00000062929,428.8616689,-0.457,0.163893852,-2.78917792,5.284E-03,0.041514198,Cfl2,"cofilin 2, muscle [Source:MGI Symbol;Acc:MGI:101763]",protein_coding,12,54858809,54862877,-1
1831,ENSMUSG00000047434,129.3085783,-0.733,0.262856681,-2.788649247,5.293E-03,0.041559309,Xxylt1,xyloside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2146443],protein_coding,16,30955144,31081432,-1
1832,ENSMUSG00000030805,271.6896195,0.516,0.185195924,2.788217082,5.300E-03,0.041592078,Stx4a,syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577],protein_coding,7,127824294,127849019,1
1833,ENSMUSG00000026134,72.72923798,-0.949,0.340595256,-2.786769403,5.324E-03,0.041739131,Prim2,"DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]",protein_coding,1,33453810,33669795,-1
1834,ENSMUSG00000037060,29.07312762,1.509,0.541387855,2.786719992,5.324E-03,0.041739131,Cavin3,caveolae associated 3 [Source:MGI Symbol;Acc:MGI:1923422],protein_coding,7,105480083,105482300,-1
1835,ENSMUSG00000061306,184.7111918,-0.612,0.219724372,-2.785892957,5.338E-03,0.041822964,Slc38a10,"solute carrier family 38, member 10 [Source:MGI Symbol;Acc:MGI:1919305]",protein_coding,11,120103960,120151346,-1
1836,ENSMUSG00000083945,3.70815357,5.494,1.973891862,2.783455653,5.378E-03,0.042092612,Gm15242,predicted gene 15242 [Source:MGI Symbol;Acc:MGI:3705602],processed_pseudogene,X,160713896,160714178,-1
1837,ENSMUSG00000085139,3.70815357,5.494,1.973891862,2.783455653,5.378E-03,0.042092612,A730046J19Rik,RIKEN cDNA A730046J19 gene [Source:MGI Symbol;Acc:MGI:2442684],protein_coding,X,144153695,144166274,1
1838,ENSMUSG00000059049,7.847104683,3.378,1.213854862,2.783233372,5.382E-03,0.042098546,Frem1,Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972],protein_coding,4,82897920,83052339,-1
1839,ENSMUSG00000042622,55.55991829,1.061,0.381348406,2.781141007,5.417E-03,0.042347812,Maff,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) [Source:MGI Symbol;Acc:MGI:96910]",protein_coding,15,79346621,79359076,1
1840,ENSMUSG00000024392,1128.848969,0.323,0.116150903,2.780464101,5.428E-03,0.042385487,Bag6,BCL2-associated athanogene 6 [Source:MGI Symbol;Acc:MGI:1919439],protein_coding,17,35135178,35147322,1
1841,ENSMUSG00000029723,134.6823906,0.702,0.252549119,2.780377633,5.430E-03,0.042385487,Tsc22d4,"TSC22 domain family, member 4 [Source:MGI Symbol;Acc:MGI:1926079]",protein_coding,5,137745730,137768450,1
1842,ENSMUSG00000005501,90.78279359,-0.879,0.316063053,-2.780323094,5.430E-03,0.042385487,Usp40,ubiquitin specific peptidase 40 [Source:MGI Symbol;Acc:MGI:2443184],protein_coding,1,87945119,88008551,-1
1843,ENSMUSG00000014496,830.9493194,-0.368,0.132267916,-2.779315005,5.447E-03,0.042494193,Ankrd28,ankyrin repeat domain 28 [Source:MGI Symbol;Acc:MGI:2145661],protein_coding,14,31698768,31830651,-1
1844,ENSMUSG00000028149,356.4978109,-0.473,0.170274203,-2.778428608,5.462E-03,0.042587196,Rap1gds1,"RAP1, GTP-GDP dissociation stimulator 1 [Source:MGI Symbol;Acc:MGI:2385189]",protein_coding,3,138925902,139075201,-1
1845,ENSMUSG00000024955,209.534317,0.574,0.206758938,2.777543803,5.477E-03,0.042680175,Esrra,"estrogen related receptor, alpha [Source:MGI Symbol;Acc:MGI:1346831]",protein_coding,19,6910977,6921840,-1
1846,ENSMUSG00000014498,755.7982591,-0.379,0.136486487,-2.776843215,5.489E-03,0.042749105,Ankrd52,ankyrin repeat domain 52 [Source:MGI Symbol;Acc:MGI:2444029],protein_coding,10,128377115,128408704,1
1847,ENSMUSG00000038943,218.4363551,-0.570,0.205247146,-2.775609651,5.510E-03,0.042888386,Prc1,protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961],protein_coding,7,80294450,80316259,1
1848,ENSMUSG00000024227,3.855437253,5.556,2.003338486,2.773449123,5.547E-03,0.043131264,Pdzph1,PDZ and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1916489],protein_coding,17,58878808,58991375,-1
1849,ENSMUSG00000032202,59.17947318,1.056,0.380716153,2.77334649,5.548E-03,0.043131264,Rab27a,"RAB27A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1861441]",protein_coding,9,73044854,73097629,1
1850,ENSMUSG00000028273,132.4491348,0.748,0.269702548,2.773244872,5.550E-03,0.043131264,Pdlim5,PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489],protein_coding,3,142239590,142395696,-1
1851,ENSMUSG00000028447,311.4878648,-0.505,0.182019873,-2.772405813,5.564E-03,0.04321925,Dctn3,dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251],protein_coding,4,41714798,41723170,-1
1852,ENSMUSG00000006235,19.44079386,1.910,0.6890616,2.771800082,5.575E-03,0.043276371,Epor,erythropoietin receptor [Source:MGI Symbol;Acc:MGI:95408],protein_coding,9,21958897,21963506,-1
1853,ENSMUSG00000034573,387.9101329,-0.474,0.170969601,-2.771096884,5.587E-03,0.043346539,Ptpn13,"protein tyrosine phosphatase, non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]",protein_coding,5,103425192,103598303,1
1854,ENSMUSG00000022350,635.2692892,0.421,0.15188079,2.769846756,5.608E-03,0.043489783,Washc5,WASH complex subunit 5 [Source:MGI Symbol;Acc:MGI:2146110],protein_coding,15,59331997,59374167,-1
1855,ENSMUSG00000059775,175.4183657,-0.634,0.229180782,-2.766967745,5.658E-03,0.043852061,Rps26-ps1,"ribosomal protein S26, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3704322]",transcribed_processed_pseudogene,8,107439131,107439579,-1
1856,ENSMUSG00000073639,392.2515089,-0.447,0.161520113,-2.766294236,5.670E-03,0.043894007,Rab18,"RAB18, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:102790]",protein_coding,18,6733905,6794429,1
1857,ENSMUSG00000035621,80.61938094,0.880,0.318165228,2.766232433,5.671E-03,0.043894007,Midn,midnolin [Source:MGI Symbol;Acc:MGI:1890222],protein_coding,10,80148272,80158368,1
1858,ENSMUSG00000028180,239.5215434,-0.554,0.200295237,-2.766129143,5.673E-03,0.043894007,Zranb2,"zinc finger, RAN-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1858211]",protein_coding,3,157534160,157548410,1
1859,ENSMUSG00000056069,24.0430306,1.626,0.587949104,2.765937147,5.676E-03,0.043896232,Otulinl,OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281],protein_coding,15,27655069,27681579,-1
1860,ENSMUSG00000002565,43.17148248,1.224,0.44249142,2.765296315,5.687E-03,0.043958922,Scin,scinderin [Source:MGI Symbol;Acc:MGI:1306794],protein_coding,12,40059769,40134228,-1
1861,ENSMUSG00000021945,499.442106,0.406,0.146833878,2.763936071,5.711E-03,0.04411887,Zmym2,"zinc finger, MYM-type 2 [Source:MGI Symbol;Acc:MGI:1923257]",protein_coding,14,56886653,56962701,1
1862,ENSMUSG00000070733,144.6067669,0.680,0.246246208,2.761981524,5.745E-03,0.044360017,Fryl,FRY like transcription coactivator [Source:MGI Symbol;Acc:MGI:1919563],protein_coding,5,73019987,73256619,-1
1863,ENSMUSG00000020205,34.65539258,1.330,0.481658148,2.761723073,5.750E-03,0.044371314,Phlda1,"pleckstrin homology like domain, family A, member 1 [Source:MGI Symbol;Acc:MGI:1096880]",protein_coding,10,111506286,111508645,1
1864,ENSMUSG00000000787,2380.262474,0.302,0.10930863,2.758844223,5.801E-03,0.04472082,Ddx3x,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked [Source:MGI Symbol;Acc:MGI:103064]",protein_coding,X,13280970,13294052,1
1865,ENSMUSG00000028138,1070.46973,-0.337,0.122206994,-2.758809554,5.801E-03,0.04472082,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]",protein_coding,3,138443093,138455499,1
1866,ENSMUSG00000022415,80.52871424,-0.899,0.326077114,-2.75812856,5.813E-03,0.04479008,Syngr1,synaptogyrin 1 [Source:MGI Symbol;Acc:MGI:1328323],protein_coding,15,80091334,80119501,1
1867,ENSMUSG00000051504,3.612313074,5.445,1.975431919,2.756596068,5.841E-03,0.04497641,Siglech,sialic acid binding Ig-like lectin H [Source:MGI Symbol;Acc:MGI:2443256],protein_coding,7,55768178,55778925,1
1868,ENSMUSG00000021217,192.4373352,0.619,0.224690713,2.756052256,5.850E-03,0.04502714,Tshz3,teashirt zinc finger family member 3 [Source:MGI Symbol;Acc:MGI:2442819],protein_coding,7,36698118,36773553,1
1869,ENSMUSG00000079104,162.0021692,-0.667,0.242278752,-2.754190139,5.884E-03,0.045259915,Prps1l3,phosphoribosyl pyrophosphate synthetase 1-like 3 [Source:MGI Symbol;Acc:MGI:3779453],protein_coding,12,57230412,57239882,1
1870,ENSMUSG00000024188,208.9920033,0.585,0.21273129,2.751227605,5.937E-03,0.045625888,Luc7l,Luc7-like [Source:MGI Symbol;Acc:MGI:1914228],protein_coding,17,26252896,26285504,1
1871,ENSMUSG00000072949,6.82792713,3.832,1.392798477,2.751203148,5.938E-03,0.045625888,Acot1,acyl-CoA thioesterase 1 [Source:MGI Symbol;Acc:MGI:1349396],protein_coding,12,84009490,84018371,1
1872,ENSMUSG00000060487,19.5009739,-1.884,0.684821629,-2.750781768,5.945E-03,0.045660213,Samd5,sterile alpha motif domain containing 5 [Source:MGI Symbol;Acc:MGI:2444815],protein_coding,10,9622936,9675208,-1
1873,ENSMUSG00000081099,309.4683112,-0.517,0.187866482,-2.750198581,5.956E-03,0.045717139,Gm5270,predicted gene 5270 [Source:MGI Symbol;Acc:MGI:3647658],processed_pseudogene,2,161254456,161255457,-1
1874,ENSMUSG00000026131,819.1251138,-0.369,0.134203878,-2.749615463,5.967E-03,0.045774126,Dst,dystonin [Source:MGI Symbol;Acc:MGI:104627],protein_coding,1,33908225,34308661,1
1875,ENSMUSG00000032036,158.3833765,-1.634,0.594283281,-2.748715977,5.983E-03,0.045862088,Kirrel3,kirre like nephrin family adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1914953],protein_coding,9,34485894,35036716,1
1876,ENSMUSG00000031627,141.6903132,0.680,0.247425361,2.748636603,5.984E-03,0.045862088,Irf2,interferon regulatory factor 2 [Source:MGI Symbol;Acc:MGI:96591],protein_coding,8,46739732,46847458,1
1877,ENSMUSG00000003949,3.949003344,-5.290,1.924878885,-2.748198041,5.992E-03,0.045899015,Hlf,hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108],protein_coding,11,90336536,90390895,-1
1878,ENSMUSG00000041439,56.76956432,1.055,0.384070471,2.746932721,6.016E-03,0.04605193,Mfsd6,major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925],protein_coding,1,52656286,52727462,-1
1879,ENSMUSG00000059336,13.19523074,2.364,0.861132322,2.745045063,6.050E-03,0.046293014,Slc14a1,"solute carrier family 14 (urea transporter), member 1 [Source:MGI Symbol;Acc:MGI:1351654]",protein_coding,18,78100091,78142119,-1
1880,ENSMUSG00000022512,18.80970015,1.854,0.67575529,2.743755383,6.074E-03,0.046441203,Cldn1,claudin 1 [Source:MGI Symbol;Acc:MGI:1276109],protein_coding,16,26356642,26371841,-1
1881,ENSMUSG00000022225,3.656710382,5.477,1.996248708,2.743646821,6.076E-03,0.046441203,Cma1,"chymase 1, mast cell [Source:MGI Symbol;Acc:MGI:96941]",protein_coding,14,55941451,55944675,-1
1882,ENSMUSG00000001891,843.6496461,-0.344,0.125480773,-2.743310595,6.082E-03,0.046464085,Ugp2,UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447],protein_coding,11,21321138,21371201,-1
1883,ENSMUSG00000009418,498.4683647,-0.406,0.148096829,-2.742656234,6.094E-03,0.046486274,Nav1,neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683],protein_coding,1,135434580,135688105,-1
1884,ENSMUSG00000022208,3.560869887,5.428,1.979150576,2.742630786,6.095E-03,0.046486274,Jph4,junctophilin 4 [Source:MGI Symbol;Acc:MGI:2443113],protein_coding,14,55106826,55116935,-1
1885,ENSMUSG00000030263,3.560869887,5.428,1.979150576,2.742630786,6.095E-03,0.046486274,Lrmp,lymphoid-restricted membrane protein [Source:MGI Symbol;Acc:MGI:108424],protein_coding,6,145115653,145174934,1
1886,ENSMUSG00000055435,99.63941001,0.806,0.293801345,2.741894281,6.109E-03,0.046565928,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909],protein_coding,8,115682942,115707794,-1
1887,ENSMUSG00000050931,56.25292833,-1.081,0.394759305,-2.739242774,6.158E-03,0.046918301,Sgms2,sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692],protein_coding,3,131318985,131491411,-1
1888,ENSMUSG00000049807,763.344301,-0.378,0.137878387,-2.73838815,6.174E-03,0.0470155,Arhgap23,Rho GTPase activating protein 23 [Source:MGI Symbol;Acc:MGI:3697726],protein_coding,11,97415533,97502402,1
1889,ENSMUSG00000031431,94.19105989,-0.811,0.296279633,-2.73592687,6.220E-03,0.047321153,Tsc22d3,"TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]",protein_coding,X,140539528,140600659,-1
1890,ENSMUSG00000006215,171.9752459,0.618,0.226043562,2.735908218,6.221E-03,0.047321153,Zbtb17,zinc finger and BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:107410],protein_coding,4,141444654,141467930,1
1891,ENSMUSG00000020057,95.65497593,0.815,0.297839586,2.735404817,6.230E-03,0.047352885,Dram1,DNA-damage regulated autophagy modulator 1 [Source:MGI Symbol;Acc:MGI:1918962],protein_coding,10,88322804,88379080,-1
1892,ENSMUSG00000024899,381.165352,-0.459,0.167880774,-2.735339531,6.232E-03,0.047352885,Papss2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223],protein_coding,19,32595790,32667187,1
1893,ENSMUSG00000034462,312.1077394,-0.506,0.185278589,-2.731909162,6.297E-03,0.04781523,Pkd2,"polycystin 2, transient receptor potential cation channel [Source:MGI Symbol;Acc:MGI:1099818]",protein_coding,5,104459450,104505819,1
1894,ENSMUSG00000032911,1034.321038,0.322,0.117875202,2.731676559,6.301E-03,0.04781523,Cspg4,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093],protein_coding,9,56865033,56899870,1
1895,ENSMUSG00000034487,203.5227612,-0.578,0.21175641,-2.731617942,6.302E-03,0.04781523,Poglut3,protein O-glucosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1923765],protein_coding,9,53384025,53401867,1
1896,ENSMUSG00000001418,230.4816852,0.544,0.199182134,2.730480951,6.324E-03,0.047955172,Glmp,glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318],protein_coding,3,88325023,88331313,1
